Distance,Number of Records,Recipient RECORD NUMBER,Vendor_RECORD_NUMBER,Vendor USED RECORD NUMBER,X (Recipient.csv),X,Y (Recipient.csv),Y
7.416426354,1,802,3,3,-79.406433,-79.282459,36.065906,36.02753
12.839839035,1,803,2,2,-79.449586,-79.322221,36.097479,35.942825
3.608247650,1,804,8,8,-79.331446,-79.267657,36.073148,36.081448
12.693593830,1,805,1,1,-79.322343,-79.463841,35.953419,36.097126
5.539635157,1,806,6,6,-79.490884,-79.470681,36.020711,36.099201
8.114213114,1,807,8,8,-79.338064,-79.267657,36.184193,36.081448
18.539082881,1,808,3,3,-79.50245,-79.282459,36.228562,36.02753
18.539082881,1,809,3,3,-79.50245,-79.282459,36.228562,36.02753
1.779408694,1,810,5,5,-79.478808,-79.509386,36.084123,36.076881
1.227057204,1,811,1,1,-79.478808,-79.463841,36.084123,36.097126
5.056238068,1,812,6,6,-79.386599,-79.470681,36.072045,36.099201
11.099301568,1,813,6,6,-79.272114,-79.470681,36.107188,36.099201
6.440807422,1,814,3,3,-79.39483,-79.282459,36.048315,36.02753
4.854780226,1,815,1,1,-79.382119,-79.463841,36.073152,36.097126
1.250742039,1,816,6,6,-79.45126,-79.470681,36.09018,36.099201
10.252769169,1,817,6,6,-79.288809,-79.470681,36.078796,36.099201
5.926695690,1,818,2,2,-79.391588,-79.322221,36.007676,35.942825
5.305381293,1,819,7,7,-79.420788,-79.465885,36.026139,36.093713
7.969491631,1,820,2,2,-79.420788,-79.322221,36.026139,35.942825
5.305381293,1,821,7,7,-79.420788,-79.465885,36.026139,36.093713
0.957997603,1,822,1,1,-79.474575,-79.463841,36.08631,36.097126
3.892410610,1,823,10,10,-79.497132,-79.437501,36.126625,36.097426
16.025380961,1,824,2,2,-79.497132,-79.322221,36.126625,35.942825
13.893892506,1,825,3,3,-79.307199,-79.282459,36.227611,36.02753
10.337649198,1,826,8,8,-79.307199,-79.267657,36.227611,36.081448
5.870858214,1,827,10,10,-79.53023,-79.437501,36.057399,36.097426
6.123567266,1,828,2,2,-79.335753,-79.322221,36.030768,35.942825
14.872003351,1,829,3,3,-79.538367,-79.282459,36.086893,36.02753
12.088200843,1,830,9,9,-79.454849,-79.428373,36.096322,35.922694
0.505110002,1,831,1,1,-79.454849,-79.463841,36.096322,36.097126
11.139926627,1,832,7,7,-79.529319,-79.465885,35.940875,36.093713
11.420233178,1,833,6,6,-79.529319,-79.470681,35.940875,36.099201
10.100506192,1,834,4,4,-79.529319,-79.495735,35.940875,36.084506
5.860714867,1,835,3,3,-79.31601,-79.282459,35.947174,36.02753
6.886456274,1,836,6,6,-79.34778,-79.470681,36.090812,36.099201
0.187579123,1,837,1,1,-79.46051,-79.463841,36.096772,36.097126
4.127108723,1,838,1,1,-79.537006,-79.463841,36.088634,36.097126
0.881401263,1,839,4,4,-79.480265,-79.495735,36.087039,36.084506
1.151853342,1,840,1,1,-79.480265,-79.463841,36.087039,36.097126
5.615056291,1,841,6,6,-79.481621,-79.470681,36.179982,36.099201
4.127108723,1,842,1,1,-79.537006,-79.463841,36.088634,36.097126
3.364135941,1,843,3,3,-79.284633,-79.282459,36.076185,36.02753
10.110979939,1,844,1,1,-79.284633,-79.463841,36.076185,36.097126
13.099508710,1,845,4,4,-79.268185,-79.495735,36.130802,36.084506
7.180230670,1,846,3,3,-79.268185,-79.282459,36.130802,36.02753
5.691598872,1,847,10,10,-79.533596,-79.437501,36.06997,36.097426
14.124105582,1,848,4,4,-79.273948,-79.495735,35.986441,36.084506
7.931298207,1,849,2,2,-79.408113,-79.322221,36.034178,35.942825
4.772102607,1,850,4,4,-79.413503,-79.495735,36.065736,36.084506
13.707351180,1,851,8,8,-79.287252,-79.267657,35.883706,36.081448
11.317713744,1,852,5,5,-79.458925,-79.509386,36.235526,36.076881
2.165524680,1,853,10,10,-79.475013,-79.437501,36.089464,36.097426
10.549212203,1,854,4,4,-79.459065,-79.495735,36.234279,36.084506
1.967306193,1,855,6,6,-79.501607,-79.470681,36.112851,36.099201
15.325890898,1,856,3,3,-79.521716,-79.282459,36.136189,36.02753
6.578733313,1,857,8,8,-79.312067,-79.267657,35.993271,36.081448
7.871086471,1,858,10,10,-79.383768,-79.437501,35.992124,36.097426
3.827116951,1,859,6,6,-79.521716,-79.470681,36.136189,36.099201
9.806624677,1,860,7,7,-79.458925,-79.465885,36.235526,36.093713
8.960081310,1,861,9,9,-79.355284,-79.428373,36.038093,35.922694
7.782598850,1,862,3,3,-79.413503,-79.282459,36.065736,36.02753
2.371864438,1,863,1,1,-79.501607,-79.463841,36.112851,36.097126
17.615691148,1,864,7,7,-79.287252,-79.465885,35.883706,36.093713
6.658455053,1,865,4,4,-79.522597,-79.495735,36.178395,36.084506
6.878450588,1,866,8,8,-79.378719,-79.267657,36.038452,36.081448
3.303014661,1,867,10,10,-79.480319,-79.437501,36.064448,36.097426
11.755716300,1,868,9,9,-79.475675,-79.428373,36.088467,35.922694
10.045144825,1,869,10,10,-79.312067,-79.437501,35.993271,36.097426
5.604488545,1,870,7,7,-79.374779,-79.465885,36.059702,36.093713
11.576069285,1,871,3,3,-79.475013,-79.282459,36.089464,36.02753
7.042651559,1,872,7,7,-79.339753,-79.465885,36.09318,36.093713
8.385896377,1,873,7,7,-79.383768,-79.465885,35.992124,36.093713
0.535719409,1,874,5,5,-79.50611,-79.509386,36.084168,36.076881
6.155907086,1,875,10,10,-79.355284,-79.437501,36.038093,36.097426
2.234351431,1,876,6,6,-79.50611,-79.470681,36.084168,36.099201
4.510378340,1,877,6,6,-79.391209,-79.470681,36.087499,36.099201
11.696806378,1,878,9,9,-79.337343,-79.428373,36.075114,35.922694
11.696806378,1,879,9,9,-79.337343,-79.428373,36.075114,35.922694
13.489868530,1,880,9,9,-79.291328,-79.428373,36.083389,35.922694
9.711142406,1,881,5,5,-79.466068,-79.509386,35.940777,36.076881
3.693668114,1,882,5,5,-79.447037,-79.509386,36.094734,36.076881
1.564597152,1,883,6,6,-79.45249,-79.470681,36.081978,36.099201
9.935817910,1,884,2,2,-79.279172,-79.322221,36.082339,35.942825
13.829108282,1,885,9,9,-79.279172,-79.428373,36.082339,35.922694
3.982755603,1,886,6,6,-79.536978,-79.470681,36.07794,36.099201
12.202739021,1,887,2,2,-79.482203,-79.322221,36.062982,35.942825
0.699551033,1,888,10,10,-79.425221,-79.437501,36.095416,36.097426
8.850896190,1,889,8,8,-79.425221,-79.267657,36.095416,36.081448
4.442467882,1,890,4,4,-79.416699,-79.495735,36.091867,36.084506
13.350579814,1,891,9,9,-79.52759,-79.428373,36.09845,35.922694
14.561417990,1,892,8,8,-79.52759,-79.267657,36.09845,36.081448
7.923717828,1,893,8,8,-79.409108,-79.267657,36.090565,36.081448
8.526977666,1,894,8,8,-79.419247,-79.267657,36.066726,36.081448
4.444821368,1,895,4,4,-79.419247,-79.495735,36.066726,36.084506
12.606181378,1,896,5,5,-79.311809,-79.509386,36.165273,36.076881
9.919152409,1,897,7,7,-79.311809,-79.465885,36.165273,36.093713
3.756652796,1,898,6,6,-79.53508,-79.470681,36.114974,36.099201
3.756652796,1,899,6,6,-79.53508,-79.470681,36.114974,36.099201
3.616994762,1,900,1,1,-79.410926,-79.463841,36.066938,36.097126
16.509646864,1,901,2,2,-79.532788,-79.322221,36.110421,35.942825
3.192009428,1,902,7,7,-79.522885,-79.465885,36.097276,36.093713
2.410382862,1,903,1,1,-79.421672,-79.463841,36.089658,36.097126
3.730371761,1,904,6,6,-79.531915,-79.470681,36.077615,36.099201
1.811407083,1,905,5,5,-79.532144,-79.509386,36.058204,36.076881
2.075770607,1,906,4,4,-79.531915,-79.495735,36.077615,36.084506
1.511360369,1,907,10,10,-79.41132,-79.437501,36.09187,36.097426
1.511360369,1,908,10,10,-79.41132,-79.437501,36.09187,36.097426
1.511360369,1,909,10,10,-79.41132,-79.437501,36.09187,36.097426
1.786560542,1,910,6,6,-79.458065,-79.470681,36.122963,36.099201
1.582319536,1,911,1,1,-79.456551,-79.463841,36.074997,36.097126
11.460334887,1,912,4,4,-79.290528,-79.495735,36.082138,36.084506
11.932951249,1,913,3,3,-79.495945,-79.282459,36.023833,36.02753
2.778663369,1,914,3,3,-79.332183,-79.282459,36.027451,36.02753
10.223909608,1,915,6,6,-79.289707,-79.470681,36.076733,36.099201
9.643806316,1,916,1,1,-79.291116,-79.463841,36.09636,36.097126
9.778072083,1,917,2,2,-79.414141,-79.322221,36.063223,35.942825
13.603342012,1,918,2,2,-79.483014,-79.322221,36.090621,35.942825
0.907597048,1,919,2,2,-79.326607,-79.322221,35.955471,35.942825
1.023381227,1,920,7,7,-79.471517,-79.465885,36.079619,36.093713
2.699475388,1,921,10,10,-79.414141,-79.437501,36.063223,36.097426
13.454691869,1,922,5,5,-79.268474,-79.509386,36.078955,36.076881
0.343574111,1,923,6,6,-79.465028,-79.470681,36.101166,36.099201
12.434564692,1,924,1,1,-79.326607,-79.463841,35.955471,36.097126
6.982024743,1,925,5,5,-79.388823,-79.509386,36.050197,36.076881
4.452718983,1,926,4,4,-79.416431,-79.495735,36.07781,36.084506
14.746406291,1,927,9,9,-79.295553,-79.428373,36.107095,35.922694
5.546179929,1,928,3,3,-79.295553,-79.282459,36.107095,36.02753
13.750632297,1,929,10,10,-79.261208,-79.437501,36.236519,36.097426
15.090775419,1,930,7,7,-79.261208,-79.465885,36.236519,36.093713
9.735711371,1,931,2,2,-79.427548,-79.322221,36.055035,35.942825
23.608607525,1,932,9,9,-79.261208,-79.428373,36.236519,35.922694
12.022824236,1,933,9,9,-79.446453,-79.428373,36.096076,35.922694
10.660508898,1,934,7,7,-79.27703,-79.465885,36.071176,36.093713
4.754112254,1,935,3,3,-79.272508,-79.282459,36.095861,36.02753
1.032082825,1,936,8,8,-79.272508,-79.267657,36.095861,36.081448
13.159332225,1,937,2,2,-79.465885,-79.322221,36.093713,35.942825
5.635548940,1,938,1,1,-79.373778,-79.463841,36.060335,36.097126
0.464220848,1,939,6,6,-79.465885,-79.470681,36.093713,36.099201
10.120136578,1,940,9,9,-79.48544,-79.428373,36.061687,35.922694
2.720005628,1,941,6,6,-79.48544,-79.470681,36.061687,36.099201
3.648085693,1,942,6,6,-79.429125,-79.470681,36.058465,36.099201
5.828653255,1,943,3,3,-79.386539,-79.282459,36.022054,36.02753
6.460669053,1,944,8,8,-79.380914,-79.267657,36.062416,36.081448
2.732446773,1,945,10,10,-79.429125,-79.437501,36.058465,36.097426
2.034325569,1,946,10,10,-79.45098,-79.437501,36.070074,36.097426
9.861574702,1,947,9,9,-79.414337,-79.428373,36.064961,35.922694
6.517470418,1,948,4,4,-79.39543,-79.495735,36.036321,36.084506
15.143399052,1,949,6,6,-79.431537,-79.470681,35.882342,36.099201
15.143399052,1,950,6,6,-79.431537,-79.470681,35.882342,36.099201
8.064538754,1,951,9,9,-79.39543,-79.428373,36.036321,35.922694
16.529945987,1,952,8,8,-79.431537,-79.267657,35.882342,36.081448
6.645451461,1,953,7,7,-79.386539,-79.465885,36.022054,36.093713
10.782879022,1,954,1,1,-79.272874,-79.463841,36.120569,36.097126
15.080860297,1,955,2,2,-79.53624,-79.322221,36.075727,35.942825
15.004318068,1,956,8,8,-79.53624,-79.267657,36.075727,36.081448
6.002328424,1,957,3,3,-79.380871,-79.282459,36.062377,36.02753
11.648651181,1,958,6,6,-79.263481,-79.470681,36.07959,36.099201
5.392002214,1,959,1,1,-79.388129,-79.463841,36.048706,36.097126
12.974181976,1,960,4,4,-79.263481,-79.495735,36.07959,36.084506
4.816037974,1,961,5,5,-79.426224,-79.509386,36.095356,36.076881
3.710212262,1,962,7,7,-79.442981,-79.465885,36.14412,36.093713
12.051816870,1,963,3,3,-79.442981,-79.282459,36.14412,36.02753
5.847209990,1,964,7,7,-79.41885,-79.465885,36.018115,36.093713
9.885632581,1,965,7,7,-79.289185,-79.465885,36.084824,36.093713
8.836031032,1,966,10,10,-79.280227,-79.437501,36.083268,36.097426
9.002531652,1,967,10,10,-79.2815,-79.437501,36.130479,36.097426
3.474945145,1,968,8,8,-79.2815,-79.267657,36.130479,36.081448
9.664728952,1,969,10,10,-79.26516,-79.437501,36.084432,36.097426
4.048802817,1,970,3,3,-79.26516,-79.282459,36.084432,36.02753
13.614415033,1,971,3,3,-79.522711,-79.282459,36.060466,36.02753
2.646751583,1,972,10,10,-79.482403,-79.437501,36.109718,36.097426
1.697054536,1,973,4,4,-79.508564,-79.495735,36.062242,36.084506
6.467694843,1,974,6,6,-79.358179,-79.470681,36.121577,36.099201
11.218206593,1,975,7,7,-79.269588,-79.465885,36.128495,36.093713
0.921437672,1,976,5,5,-79.523686,-79.509386,36.083534,36.076881
1.248493978,1,977,10,10,-79.43359,-79.437501,36.079636,36.097426
2.916744838,1,978,10,10,-79.385555,-79.437501,36.092954,36.097426
14.298044457,1,979,8,8,-79.523686,-79.267657,36.083534,36.081448
11.057917998,1,980,1,1,-79.269588,-79.463841,36.128495,36.097126
8.874834883,1,981,1,1,-79.31391,-79.463841,36.054558,36.097126
9.826459030,1,982,8,8,-79.434531,-79.267657,36.036445,36.081448
7.867457966,1,983,9,9,-79.434531,-79.428373,36.036445,35.922694
11.026629111,1,984,5,5,-79.31391,-79.509386,36.054558,36.076881
9.120436217,1,985,8,8,-79.418573,-79.267657,36.031082,36.081448
3.089850027,1,986,4,4,-79.442543,-79.495735,36.096836,36.084506
0.063709478,1,987,8,8,-79.268594,-79.267657,36.081974,36.081448
11.346508067,1,988,6,6,-79.268594,-79.470681,36.081974,36.099201
13.560117478,1,989,2,2,-79.477672,-79.322221,36.093502,35.942825
4.926985942,1,990,10,10,-79.418824,-79.437501,36.027738,36.097426
14.877192453,1,991,2,2,-79.26339,-79.322221,36.152812,35.942825
2.786699377,1,992,5,5,-79.471756,-79.509386,36.103373,36.076881
2.104268727,1,993,1,1,-79.461241,-79.463841,36.066745,36.097126
7.721605566,1,994,5,5,-79.427014,-79.509386,35.987156,36.076881
5.200351282,1,995,10,10,-79.5215,-79.437501,36.129975,36.097426
8.597777780,1,996,9,9,-79.277818,-79.428373,35.947648,35.922694
3.455385904,1,997,4,4,-79.5215,-79.495735,36.129975,36.084506
4.068560448,1,998,4,4,-79.42392,-79.495735,36.094462,36.084506
5.961074838,1,999,5,5,-79.402654,-79.509386,36.075857,36.076881
15.041111458,1,1000,2,2,-79.43864,-79.322221,36.139097,35.942825
9.059178196,1,1001,4,4,-79.351617,-79.495735,36.024392,36.084506
11.830841240,1,1002,1,1,-79.26339,-79.463841,36.152812,36.097126
3.719333460,1,1003,1,1,-79.402654,-79.463841,36.075857,36.097126
14.636525083,1,1004,5,5,-79.266114,-79.509386,36.155933,36.076881
12.017088166,1,1005,7,7,-79.26339,-79.465885,36.152812,36.093713
0.685452401,1,1006,3,3,-79.293577,-79.282459,36.02334,36.02753
13.878437073,1,1007,9,9,-79.279375,-79.428373,36.083357,35.922694
6.782395355,1,1008,3,3,-79.401855,-79.282459,36.045224,36.02753
7.736801691,1,1009,9,9,-79.414698,-79.428373,36.034115,35.922694
6.907814858,1,1010,5,5,-79.39046,-79.509386,36.049454,36.076881
18.379501597,1,1011,9,9,-79.26339,-79.428373,36.152812,35.922694
13.370648208,1,1012,5,5,-79.269996,-79.509386,36.080066,36.076881
16.533736344,1,4522,1,1,-79.372331,-79.463841,35.869591,36.097126
15.228561177,1,3044,1,1,-79.471409,-79.463841,35.876819,36.097126
16.145976697,1,3948,1,1,-79.362569,-79.463841,35.878296,36.097126
16.145976697,1,3949,1,1,-79.362569,-79.463841,35.878296,36.097126
16.016459332,1,3937,1,1,-79.367869,-79.463841,35.878726,36.097126
14.651339783,1,1504,1,1,-79.46532,-79.463841,35.885091,36.097126
16.931450475,1,2933,1,1,-79.305249,-79.463841,35.888372,36.097126
17.400779421,1,1811,1,1,-79.27752,-79.463841,35.895398,36.097126
14.738016665,1,4582,1,1,-79.360427,-79.463841,35.900927,36.097126
12.880008504,1,3627,1,1,-79.541461,-79.463841,35.921616,36.097126
12.818166083,1,3492,1,1,-79.541863,-79.463841,35.922684,36.097126
11.882618494,1,2070,1,1,-79.466972,-79.463841,35.925176,36.097126
12.272897360,1,2752,1,1,-79.399699,-79.463841,35.927256,36.097126
12.090844742,1,1035,1,1,-79.525224,-79.463841,35.929336,36.097126
11.475589067,1,3478,1,1,-79.473074,-79.463841,35.931216,36.097126
13.347667075,1,2216,1,1,-79.331508,-79.463841,35.936321,36.097126
13.380955582,1,4769,1,1,-79.329603,-79.463841,35.936775,36.097126
11.151914433,1,2156,1,1,-79.430553,-79.463841,35.937994,36.097126
10.821337946,1,2839,1,1,-79.466187,-79.463841,35.940528,36.097126
12.758584341,1,1498,1,1,-79.341867,-79.463841,35.941045,36.097126
14.367744332,1,3993,1,1,-79.292139,-79.463841,35.942367,36.097126
11.021471386,1,3102,1,1,-79.39028,-79.463841,35.949131,36.097126
13.392408267,1,3798,1,1,-79.305755,-79.463841,35.951459,36.097126
9.984905007,1,4869,1,1,-79.453539,-79.463841,35.952862,36.097126
11.469010819,1,3357,1,1,-79.361527,-79.463841,35.95324,36.097126
9.998339600,1,2246,1,1,-79.516804,-79.463841,35.958912,36.097126
13.881482548,1,3525,1,1,-79.278425,-79.463841,35.963427,36.097126
10.875183143,1,2573,1,1,-79.358545,-79.463841,35.964762,36.097126
9.002718687,1,3125,1,1,-79.460165,-79.463841,35.96687,36.097126
12.615876261,1,3950,1,1,-79.304638,-79.463841,35.967664,36.097126
8.924307251,1,2823,1,1,-79.45905,-79.463841,35.968029,36.097126
10.524007659,1,1077,1,1,-79.361479,-79.463841,35.969278,36.097126
9.442662909,1,4434,1,1,-79.398623,-79.463841,35.971056,36.097126
8.936416633,1,4868,1,1,-79.410551,-79.463841,35.975186,36.097126
12.575780652,1,1070,1,1,-79.293359,-79.463841,35.9783,36.097126
13.303056479,1,1186,1,1,-79.273711,-79.463841,35.98124,36.097126
7.980821330,1,4452,1,1,-79.477454,-79.463841,35.982151,36.097126
7.980821330,1,4453,1,1,-79.477454,-79.463841,35.982151,36.097126
7.993266451,1,1057,1,1,-79.446542,-79.463841,35.982294,36.097126
10.498444673,1,4009,1,1,-79.340466,-79.463841,35.98253,36.097126
8.906072447,1,1104,1,1,-79.538215,-79.463841,35.983125,36.097126
9.800505018,1,3713,1,1,-79.357575,-79.463841,35.984281,36.097126
11.268243744,1,4479,1,1,-79.310508,-79.463841,35.991186,36.097126
12.103442446,1,1676,1,1,-79.291316,-79.463841,35.991187,36.097126
7.565618079,1,2484,1,1,-79.506582,-79.463841,35.993231,36.097126
7.271181921,1,4346,1,1,-79.428567,-79.463841,35.995834,36.097126
6.736143201,1,2799,1,1,-79.438185,-79.463841,36.001871,36.097126
8.031519947,1,3689,1,1,-79.379943,-79.463841,36.002737,36.097126
7.381388915,1,4469,1,1,-79.40047,-79.463841,36.003389,36.097126
6.865943707,1,1870,1,1,-79.422356,-79.463841,36.003592,36.097126
7.615844187,1,4437,1,1,-79.389088,-79.463841,36.004955,36.097126
8.116735850,1,4953,1,1,-79.371492,-79.463841,36.006439,36.097126
10.354687026,1,2873,1,1,-79.315861,-79.463841,36.006886,36.097126
6.320184786,1,2449,1,1,-79.4175,-79.463841,36.013683,36.097126
8.191994898,1,1319,1,1,-79.359551,-79.463841,36.013777,36.097126
6.572948215,1,4005,1,1,-79.522319,-79.463841,36.01458,36.097126
5.664258679,1,3032,1,1,-79.493813,-79.463841,36.018814,36.097126
5.805829039,1,1423,1,1,-79.419867,-79.463841,36.020993,36.097126
6.816725561,1,1656,1,1,-79.385809,-79.463841,36.021276,36.097126
5.912402496,1,3115,1,1,-79.413091,-79.463841,36.022037,36.097126
5.573108396,1,4165,1,1,-79.421591,-79.463841,36.024059,36.097126
5.266386106,1,1369,1,1,-79.495025,-79.463841,36.025199,36.097126
7.911427285,1,1554,1,1,-79.353499,-79.463841,36.025342,36.097126
8.831579424,1,2490,1,1,-79.332878,-79.463841,36.025516,36.097126
8.840136038,1,1031,1,1,-79.332522,-79.463841,36.025721,36.097126
10.072605704,1,1486,1,1,-79.30553,-79.463841,36.027324,36.097126
5.107755180,1,1879,1,1,-79.49498,-79.463841,36.027623,36.097126
11.307469658,1,3659,1,1,-79.28048,-79.463841,36.027778,36.097126
8.940884664,1,2354,1,1,-79.327839,-79.463841,36.028889,36.097126
8.940884664,1,2379,1,1,-79.327839,-79.463841,36.028889,36.097126
8.323411782,1,1020,1,1,-79.340694,-79.463841,36.029299,36.097126
5.346369511,1,1678,1,1,-79.416444,-79.463841,36.029904,36.097126
8.294743905,1,3104,1,1,-79.34018,-79.463841,36.030658,36.097126
11.258014237,1,4919,1,1,-79.279565,-79.463841,36.031122,36.097126
9.764367717,1,3047,1,1,-79.309011,-79.463841,36.031515,36.097126
6.771184298,1,3161,1,1,-79.372907,-79.463841,36.032321,36.097126
8.463963416,1,3499,1,1,-79.334586,-79.463841,36.03319,36.097126
7.406786218,1,3784,1,1,-79.357098,-79.463841,36.033524,36.097126
6.687068119,1,3730,1,1,-79.373517,-79.463841,36.033605,36.097126
5.383098008,1,2533,1,1,-79.406983,-79.463841,36.034222,36.097126
5.453971983,1,4690,1,1,-79.404531,-79.463841,36.034423,36.097126
7.457662571,1,1917,1,1,-79.354389,-79.463841,36.035311,36.097126
6.453947197,1,1281,1,1,-79.376016,-79.463841,36.036427,36.097126
11.203939270,1,3348,1,1,-79.277415,-79.463841,36.037267,36.097126
9.184617145,1,3040,1,1,-79.316947,-79.463841,36.03738,36.097126
4.304892685,1,4124,1,1,-79.486381,-79.463841,36.037548,36.097126
4.212050076,1,4761,1,1,-79.445039,-79.463841,36.038093,36.097126
4.130934202,1,3187,1,1,-79.47657,-79.463841,36.038234,36.097126
4.130934202,1,4859,1,1,-79.47657,-79.463841,36.038234,36.097126
8.489066629,1,2475,1,1,-79.330154,-79.463841,36.038677,36.097126
4.347235334,1,1222,1,1,-79.434174,-79.463841,36.038961,36.097126
5.253102775,1,1039,1,1,-79.402514,-79.463841,36.039486,36.097126
5.305832294,1,3690,1,1,-79.40009,-79.463841,36.040197,36.097126
8.496137210,1,2454,1,1,-79.328869,-79.463841,36.040415,36.097126
5.113827025,1,1743,1,1,-79.404294,-79.463841,36.040907,36.097126
9.446619791,1,1193,1,1,-79.30878,-79.463841,36.042521,36.097126
4.934720519,1,3522,1,1,-79.405128,-79.463841,36.043758,36.097126
4.770732101,1,2612,1,1,-79.518359,-79.463841,36.043974,36.097126
4.708482687,1,3045,1,1,-79.523372,-79.463841,36.048875,36.097126
5.015009837,1,2966,1,1,-79.532189,-79.463841,36.050053,36.097126
5.015009837,1,2967,1,1,-79.532189,-79.463841,36.050053,36.097126
5.283965857,1,4407,1,1,-79.538686,-79.463841,36.050347,36.097126
5.000786145,1,1744,1,1,-79.532668,-79.463841,36.050832,36.097126
4.976326234,1,3006,1,1,-79.395061,-79.463841,36.051341,36.097126
5.148827273,1,1334,1,1,-79.537156,-79.463841,36.051947,36.097126
3.691277195,1,1439,1,1,-79.428212,-79.463841,36.052131,36.097126
4.862325029,1,1411,1,1,-79.531347,-79.463841,36.052687,36.097126
3.731408045,1,1053,1,1,-79.425801,-79.463841,36.052731,36.097126
9.478385803,1,1150,1,1,-79.303058,-79.463841,36.053204,36.097126
9.478385803,1,1156,1,1,-79.303058,-79.463841,36.053204,36.097126
5.109790451,1,2211,1,1,-79.390043,-79.463841,36.053412,36.097126
3.116058810,1,2552,1,1,-79.478198,-79.463841,36.053548,36.097126
4.349342172,1,2214,1,1,-79.406664,-79.463841,36.054389,36.097126
5.470055557,1,3934,1,1,-79.381214,-79.463841,36.054616,36.097126
4.828351933,1,2129,1,1,-79.532523,-79.463841,36.054684,36.097126
2.997199157,1,3204,1,1,-79.476507,-79.463841,36.054975,36.097126
3.584321887,1,2993,1,1,-79.426266,-79.463841,36.055072,36.097126
3.744241454,1,1346,1,1,-79.50716,-79.463841,36.055768,36.097126
3.507605508,1,1967,1,1,-79.426533,-79.463841,36.056289,36.097126
3.329583064,1,2661,1,1,-79.432159,-79.463841,36.056306,36.097126
4.779351195,1,4402,1,1,-79.533221,-79.463841,36.056631,36.097126
4.627791999,1,3469,1,1,-79.53067,-79.463841,36.057525,36.097126
5.488260980,1,1283,1,1,-79.378021,-79.463841,36.058425,36.097126
4.623577943,1,3875,1,1,-79.532137,-79.463841,36.059302,36.097126
10.295695281,1,1899,1,1,-79.285431,-79.463841,36.059576,36.097126
2.818425876,1,4066,1,1,-79.484936,-79.463841,36.060071,36.097126
2.747782535,1,3090,1,1,-79.483903,-79.463841,36.060815,36.097126
10.321666169,1,3046,1,1,-79.284161,-79.463841,36.062115,36.097126
3.470982652,1,2867,1,1,-79.508564,-79.463841,36.062242,36.097126
3.470982652,1,3110,1,1,-79.508564,-79.463841,36.062242,36.097126
3.470982652,1,3481,1,1,-79.508564,-79.463841,36.062242,36.097126
2.478309667,1,2747,1,1,-79.477134,-79.463841,36.062906,36.097126
2.569504773,1,2569,1,1,-79.481902,-79.463841,36.062924,36.097126
5.679970333,1,1623,1,1,-79.371201,-79.463841,36.063192,36.097126
3.828952712,1,3015,1,1,-79.409224,-79.463841,36.063626,36.097126
3.591331656,1,2219,1,1,-79.414396,-79.463841,36.063892,36.097126
3.221701743,1,3922,1,1,-79.423281,-79.463841,36.063969,36.097126
2.406361749,1,4389,1,1,-79.478685,-79.463841,36.064432,36.097126
2.229828469,1,1954,1,1,-79.453697,-79.463841,36.065914,36.097126
9.732126780,1,4338,1,1,-79.293804,-79.463841,36.06625,36.097126
3.275023875,1,3165,1,1,-79.419156,-79.463841,36.066429,36.097126
2.587556995,1,2025,1,1,-79.490539,-79.463841,36.066519,36.097126
9.648514168,1,3931,1,1,-79.295256,-79.463841,36.066546,36.097126
3.906302750,1,1926,1,1,-79.404628,-79.463841,36.067027,36.097126
4.964703259,1,3947,1,1,-79.382884,-79.463841,36.067431,36.097126
4.660352994,1,4789,1,1,-79.388753,-79.463841,36.067691,36.097126
4.837456302,1,1995,1,1,-79.384845,-79.463841,36.068395,36.097126
11.195589434,1,1128,1,1,-79.266496,-79.463841,36.068559,36.097126
11.406632147,1,3352,1,1,-79.262529,-79.463841,36.069154,36.097126
4.242228593,1,2218,1,1,-79.396141,-79.463841,36.069272,36.097126
1.898703188,1,3506,1,1,-79.463621,-79.463841,36.069648,36.097126
3.606208261,1,1804,1,1,-79.408692,-79.463841,36.069971,36.097126
4.078713442,1,4158,1,1,-79.528704,-79.463841,36.069987,36.097126
3.183992718,1,4782,1,1,-79.417571,-79.463841,36.070199,36.097126
2.175882898,1,4439,1,1,-79.484422,-79.463841,36.070387,36.097126
3.916374839,1,2564,1,1,-79.525814,-79.463841,36.070591,36.097126
2.179150702,1,1882,1,1,-79.485128,-79.463841,36.070694,36.097126
4.893477256,1,2884,1,1,-79.382456,-79.463841,36.070867,36.097126
11.455496314,1,4114,1,1,-79.261212,-79.463841,36.071248,36.097126
1.818502488,1,4937,1,1,-79.470349,-79.463841,36.071339,36.097126
4.070958592,1,3793,1,1,-79.529441,-79.463841,36.071425,36.097126
7.976301379,1,3330,1,1,-79.324572,-79.463841,36.07148,36.097126
4.650618992,1,2312,1,1,-79.386771,-79.463841,36.071618,36.097126
2.145926989,1,3313,1,1,-79.486215,-79.463841,36.071876,36.097126
1.740152809,1,1888,1,1,-79.46213,-79.463841,36.07198,36.097126
1.978188125,1,1740,1,1,-79.481941,-79.463841,36.072516,36.097126
10.603009005,1,4234,1,1,-79.276341,-79.463841,36.07291,36.097126
1.702497473,1,3109,1,1,-79.458015,-79.463841,36.072941,36.097126
8.428182029,1,4885,1,1,-79.315905,-79.463841,36.072942,36.097126
11.440621356,1,4277,1,1,-79.261138,-79.463841,36.073056,36.097126
